number,primary,scatter1,scatter2,scatter3,scatter4,scatter5
49,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000
50,1.000000,1.000000,1.000000,1.000000,3.000000,1.000000
51,1.000000,1.000000,1.000000,1.000000,2.000000,3.000000
52,1.000000,1.000000,1.000000,1.000000,5.000000,1.000000
53,1.000000,1.000000,1.000000,1.000000,3.000000,2.000000
54,1.000000,1.000000,1.000000,1.000000,5.000000,1.000000
55,1.000000,1.000000,1.000000,4.000000,6.000000,6.000000
56,1.000000,1.000000,1.000000,3.000000,9.000000,6.000000
57,1.000000,1.000000,1.000000,7.000000,9.000000,3.000000
58,1.000000,1.000000,1.000000,9.000000,6.000000,1.000000
59,1.000000,1.000000,1.000000,7.000000,8.000000,5.000000
60,1.000000,1.000000,1.000000,21.000000,12.000000,2.000000
61,1.000000,1.000000,1.000000,15.000000,6.000000,2.000000
62,1.000000,1.000000,1.000000,15.000000,12.000000,1.000000
63,1.000000,1.000000,1.000000,27.000000,10.000000,4.000000
64,1.000000,1.000000,1.000000,34.000000,11.000000,1.000000
65,1.000000,1.000000,1.000000,39.000000,10.000000,3.000000
66,1.000000,1.000000,1.000000,33.000000,14.000000,2.000000
67,1.000000,1.000000,6.000000,36.000000,10.000000,3.000000
68,1.000000,1.000000,34.000000,38.000000,9.000000,1.000000
69,1.000000,1.000000,53.000000,48.000000,11.000000,1.000000
70,1.000000,1.000000,77.000000,57.000000,11.000000,1.000000
71,1.000000,1.000000,96.000000,54.000000,13.000000,1.000000
72,1.000000,1.000000,99.000000,37.000000,6.000000,2.000000
73,1.000000,1.000000,91.000000,32.000000,9.000000,1.000000
74,1.000000,1.000000,102.000000,46.000000,10.000000,1.000000
75,1.000000,1.000000,113.000000,35.000000,9.000000,1.000000
76,1.000000,1.000000,129.000000,37.000000,8.000000,1.000000
77,1.000000,1.000000,112.000000,38.000000,10.000000,2.000000
78,1.000000,1.000000,124.000000,45.000000,6.000000,2.000000
79,1.000000,1.000000,128.000000,42.000000,7.000000,1.000000
80,1.000000,1.000000,132.000000,31.000000,6.000000,1.000000
81,1.000000,1.000000,138.000000,45.000000,6.000000,1.000000
82,1.000000,1.000000,141.000000,35.000000,6.000000,1.000000
83,1.000000,1.000000,136.000000,47.000000,2.000000,1.000000
84,1.000000,1.000000,154.000000,41.000000,8.000000,1.000000
85,1.000000,1.000000,155.000000,40.000000,3.000000,1.000000
86,1.000000,1.000000,199.000000,43.000000,4.000000,1.000000
87,1.000000,1.000000,172.000000,26.000000,5.000000,1.000000
88,1.000000,1.000000,228.000000,29.000000,6.000000,1.000000
89,1.000000,1.000000,242.000000,35.000000,3.000000,1.000000
90,1.000000,10.000000,216.000000,26.000000,4.000000,1.000000
91,1.000000,1105.000000,232.000000,25.000000,5.000000,1.000000
92,1.000000,1146.000000,228.000000,27.000000,4.000000,2.000000
93,1.000000,1026.000000,222.000000,28.000000,1.000000,1.000000
94,1.000000,974.000000,216.000000,20.000000,4.000000,1.000000
95,1.000000,940.000000,191.000000,18.000000,2.000000,1.000000
96,1.000000,950.000000,164.000000,13.000000,1.000000,1.000000
97,1.000000,880.000000,184.000000,19.000000,1.000000,1.000000
98,1.000000,787.000000,183.000000,22.000000,1.000000,1.000000
99,1.000000,800.000000,157.000000,24.000000,1.000000,1.000000
100,1.000000,765.000000,138.000000,18.000000,3.000000,1.000000
101,1.000000,755.000000,134.000000,12.000000,1.000000,1.000000
102,1.000000,666.000000,124.000000,10.000000,1.000000,1.000000
103,1.000000,695.000000,129.000000,15.000000,1.000000,1.000000
104,1.000000,641.000000,113.000000,15.000000,1.000000,1.000000
105,1.000000,634.000000,125.000000,7.000000,1.000000,1.000000
106,1.000000,614.000000,105.000000,9.000000,1.000000,1.000000
107,1.000000,614.000000,104.000000,5.000000,1.000000,1.000000
108,1.000000,587.000000,83.000000,11.000000,1.000000,1.000000
109,1.000000,613.000000,98.000000,6.000000,1.000000,1.000000
110,1.000000,581.000000,93.000000,11.000000,1.000000,1.000000
111,1.000000,601.000000,112.000000,4.000000,1.000000,1.000000
112,1.000000,578.000000,101.000000,9.000000,1.000000,1.000000
113,1.000000,646.000000,99.000000,12.000000,1.000000,1.000000
114,1.000000,587.000000,103.000000,6.000000,1.000000,1.000000
115,1.000000,659.000000,91.000000,4.000000,1.000000,1.000000
116,1.000000,694.000000,91.000000,7.000000,1.000000,1.000000
117,1.000000,684.000000,86.000000,4.000000,1.000000,1.000000
118,1.000000,636.000000,74.000000,9.000000,1.000000,1.000000
119,1.000000,693.000000,92.000000,5.000000,1.000000,1.000000
120,1.000000,730.000000,74.000000,4.000000,1.000000,1.000000
121,1.000000,721.000000,60.000000,3.000000,1.000000,1.000000
122,1.000000,750.000000,78.000000,2.000000,1.000000,1.000000
123,1.000000,755.000000,82.000000,1.000000,1.000000,1.000000
124,1.000000,721.000000,61.000000,1.000000,1.000000,1.000000
125,1.000000,831.000000,76.000000,1.000000,1.000000,1.000000
126,1.000000,846.000000,64.000000,2.000000,1.000000,1.000000
127,1.000000,874.000000,63.000000,4.000000,1.000000,1.000000
128,1.000000,833.000000,44.000000,1.000000,1.000000,1.000000
129,1.000000,892.000000,47.000000,1.000000,1.000000,1.000000
130,1.000000,901.000000,45.000000,1.000000,1.000000,1.000000
131,1.000000,938.000000,58.000000,2.000000,1.000000,1.000000
132,1.000000,951.000000,43.000000,1.000000,1.000000,1.000000
133,1.000000,998.000000,38.000000,1.000000,1.000000,1.000000
134,1.000000,1015.000000,28.000000,1.000000,1.000000,1.000000
135,1.000000,1134.000000,18.000000,1.000000,1.000000,1.000000
136,1.000000,1117.000000,18.000000,1.000000,1.000000,1.000000
137,1.000000,1174.000000,21.000000,1.000000,1.000000,1.000000
138,1.000000,1132.000000,18.000000,1.000000,1.000000,1.000000
139,1.000000,1276.000000,16.000000,1.000000,1.000000,1.000000
140,211869.000000,1453.000000,11.000000,1.000000,1.000000,1.000000


number,primary,scatter1,scatter2,scatter3,scatter4,scatter5
0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
8,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
9,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
10,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
11,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
12,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
13,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
14,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
15,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
17,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
18,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
20,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
21,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
22,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
23,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
24,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
25,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
26,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
27,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
29,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
30,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
31,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
32,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
33,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
34,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
35,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
36,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
37,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
38,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
39,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
40,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
41,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
42,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
43,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
44,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
45,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000
46,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
47,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000
48,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000
49,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000
50,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000
51,1.000000,1.000000,1.000000,1.000000,2.000000,3.000000
52,1.000000,1.000000,1.000000,1.000000,6.000000,4.000000
53,1.000000,1.000000,1.000000,1.000000,9.000000,1.000000
54,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000
55,1.000000,1.000000,1.000000,4.000000,15.000000,1.000000
56,1.000000,1.000000,1.000000,4.000000,7.000000,2.000000
57,1.000000,1.000000,1.000000,9.000000,5.000000,5.000000
58,1.000000,1.000000,1.000000,7.000000,7.000000,4.000000
59,1.000000,1.000000,1.000000,10.000000,8.000000,1.000000
60,1.000000,1.000000,1.000000,15.000000,14.000000,2.000000
61,1.000000,1.000000,1.000000,16.000000,5.000000,1.000000
62,1.000000,1.000000,1.000000,18.000000,10.000000,4.000000
63,1.000000,1.000000,1.000000,20.000000,10.000000,2.000000
64,1.000000,1.000000,1.000000,28.000000,15.000000,4.000000
65,1.000000,1.000000,1.000000,36.000000,10.000000,2.000000
66,1.000000,1.000000,1.000000,37.000000,12.000000,1.000000
67,1.000000,1.000000,6.000000,35.000000,10.000000,1.000000
68,1.000000,1.000000,40.000000,36.000000,15.000000,2.000000
69,1.000000,1.000000,67.000000,52.000000,14.000000,1.000000
70,1.000000,1.000000,56.000000,40.000000,10.000000,2.000000
71,1.000000,1.000000,87.000000,39.000000,13.000000,1.000000
72,1.000000,1.000000,95.000000,59.000000,10.000000,4.000000
73,1.000000,1.000000,99.000000,39.000000,7.000000,1.000000
74,1.000000,1.000000,122.000000,42.000000,8.000000,1.000000
75,1.000000,1.000000,98.000000,56.000000,9.000000,1.000000
76,1.000000,1.000000,129.000000,56.000000,12.000000,1.000000
77,1.000000,1.000000,119.000000,47.000000,8.000000,1.000000
78,1.000000,1.000000,117.000000,43.000000,8.000000,2.000000
79,1.000000,1.000000,123.000000,32.000000,7.000000,1.000000
80,1.000000,1.000000,113.000000,34.000000,9.000000,2.000000
81,1.000000,1.000000,127.000000,39.000000,4.000000,1.000000
82,1.000000,1.000000,147.000000,39.000000,7.000000,1.000000
83,1.000000,1.000000,141.000000,34.000000,4.000000,1.000000
84,1.000000,1.000000,157.000000,31.000000,2.000000,1.000000
85,1.000000,1.000000,179.000000,41.000000,1.000000,1.000000
86,1.000000,1.000000,190.000000,38.000000,3.000000,1.000000
87,1.000000,1.000000,218.000000,41.000000,3.000000,1.000000
88,1.000000,1.000000,196.000000,31.000000,4.000000,1.000000
89,1.000000,1.000000,211.000000,28.000000,1.000000,1.000000
90,1.000000,8.000000,232.000000,35.000000,5.000000,1.000000
91,1.000000,1131.000000,233.000000,34.000000,2.000000,1.000000
92,1.000000,1063.000000,213.000000,35.000000,1.000000,1.000000
93,1.000000,1031.000000,239.000000,30.000000,3.000000,1.000000
94,1.000000,1009.000000,202.000000,22.000000,2.000000,1.000000
95,1.000000,998.000000,189.000000,22.000000,1.000000,1.000000
96,1.000000,899.000000,177.000000,27.000000,1.000000,1.000000
97,1.000000,823.000000,168.000000,15.000000,1.000000,1.000000
98,1.000000,802.000000,141.000000,19.000000,1.000000,1.000000
99,1.000000,731.000000,159.000000,14.000000,1.000000,1.000000
100,1.000000,742.000000,149.000000,11.000000,1.000000,1.000000
101,1.000000,714.000000,155.000000,18.000000,1.000000,1.000000
102,1.000000,666.000000,128.000000,17.000000,1.000000,1.000000
103,1.000000,671.000000,131.000000,10.000000,1.000000,1.000000
104,1.000000,692.000000,123.000000,17.000000,2.000000,1.000000
105,1.000000,613.000000,101.000000,5.000000,1.000000,1.000000
106,1.000000,630.000000,122.000000,6.000000,1.000000,1.000000
107,1.000000,670.000000,114.000000,7.000000,1.000000,1.000000
108,1.000000,645.000000,114.000000,9.000000,1.000000,1.000000
109,1.000000,604.000000,109.000000,6.000000,1.000000,1.000000
110,1.000000,624.000000,82.000000,5.000000,1.000000,1.000000
111,1.000000,585.000000,119.000000,5.000000,1.000000,1.000000
112,1.000000,596.000000,88.000000,11.000000,1.000000,1.000000
113,1.000000,619.000000,107.000000,9.000000,1.000000,1.000000
114,1.000000,587.000000,87.000000,8.000000,1.000000,1.000000
115,1.000000,664.000000,81.000000,6.000000,1.000000,1.000000
116,1.000000,643.000000,82.000000,2.000000,1.000000,1.000000
117,1.000000,675.000000,91.000000,9.000000,1.000000,1.000000
118,1.000000,648.000000,74.000000,7.000000,1.000000,1.000000
119,1.000000,695.000000,75.000000,4.000000,1.000000,1.000000
120,1.000000,663.000000,84.000000,5.000000,1.000000,1.000000
121,1.000000,734.000000,85.000000,3.000000,1.000000,1.000000
122,1.000000,757.000000,77.000000,5.000000,1.000000,1.000000
123,1.000000,750.000000,60.000000,3.000000,1.000000,1.000000
124,1.000000,785.000000,60.000000,4.000000,1.000000,1.000000
125,1.000000,779.000000,61.000000,2.000000,1.000000,1.000000
126,1.000000,852.000000,74.000000,1.000000,1.000000,1.000000
127,1.000000,828.000000,58.000000,2.000000,1.000000,1.000000
128,1.000000,928.000000,58.000000,2.000000,1.000000,1.000000
129,1.000000,871.000000,54.000000,1.000000,1.000000,1.000000
130,1.000000,877.000000,49.000000,2.000000,1.000000,1.000000
131,1.000000,1000.000000,44.000000,1.000000,1.000000,1.000000
132,1.000000,1044.000000,33.000000,1.000000,1.000000,1.000000
133,1.000000,999.000000,37.000000,1.000000,1.000000,1.000000
134,1.000000,1023.000000,35.000000,1.000000,1.000000,1.000000
135,1.000000,1067.000000,38.000000,1.000000,1.000000,1.000000
136,1.000000,1064.000000,22.000000,1.000000,1.000000,1.000000
137,1.000000,1117.000000,24.000000,1.000000,1.000000,1.000000
138,1.000000,1132.000000,15.000000,1.000000,1.000000,1.000000
139,1.000000,1181.000000,13.000000,1.000000,1.000000,1.000000
140,211814.000000,1400.000000,10.000000,1.000000,1.000000,1.000000


number,primary,scatter1,scatter2,scatter3,scatter4,scatter5
0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
8,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
9,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
10,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
11,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
12,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
13,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
14,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
15,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
16,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
17,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
18,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
19,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
20,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
21,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
22,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
23,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
24,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
25,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
26,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
27,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
28,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
29,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
30,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
31,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
32,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
33,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
34,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
35,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
36,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
37,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
38,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
39,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
40,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
41,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
42,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
43,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
44,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
45,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
46,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000
47,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
48,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000
49,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
50,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000
51,1.000000,1.000000,1.000000,1.000000,5.000000,4.000000
52,1.000000,1.000000,1.000000,1.000000,3.000000,2.000000
53,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000
54,1.000000,1.000000,1.000000,1.000000,5.000000,1.000000
55,1.000000,1.000000,1.000000,1.000000,9.000000,5.000000
56,1.000000,1.000000,1.000000,5.000000,5.000000,1.000000
57,1.000000,1.000000,1.000000,5.000000,5.000000,3.000000
58,1.000000,1.000000,1.000000,9.000000,8.000000,6.000000
59,1.000000,1.000000,1.000000,19.000000,12.000000,4.000000
60,1.000000,1.000000,1.000000,14.000000,5.000000,1.000000
61,1.000000,1.000000,1.000000,22.000000,11.000000,3.000000
62,1.000000,1.000000,1.000000,17.000000,10.000000,1.000000
63,1.000000,1.000000,1.000000,20.000000,20.000000,4.000000
64,1.000000,1.000000,1.000000,22.000000,13.000000,1.000000
65,1.000000,1.000000,1.000000,23.000000,14.000000,2.000000
66,1.000000,1.000000,1.000000,26.000000,8.000000,3.000000
67,1.000000,1.000000,8.000000,40.000000,7.000000,1.000000
68,1.000000,1.000000,36.000000,46.000000,8.000000,1.000000
69,1.000000,1.000000,60.000000,41.000000,8.000000,3.000000
70,1.000000,1.000000,64.000000,32.000000,17.000000,1.000000
71,1.000000,1.000000,88.000000,59.000000,10.000000,2.000000
72,1.000000,1.000000,99.000000,40.000000,8.000000,1.000000
73,1.000000,1.000000,93.000000,60.000000,7.000000,1.000000
74,1.000000,1.000000,90.000000,37.000000,12.000000,1.000000
75,1.000000,1.000000,123.000000,48.000000,8.000000,1.000000
76,1.000000,1.000000,127.000000,47.000000,8.000000,1.000000
77,1.000000,1.000000,120.000000,43.000000,7.000000,1.000000
78,1.000000,1.000000,132.000000,34.000000,15.000000,1.000000
79,1.000000,1.000000,126.000000,52.000000,7.000000,1.000000
80,1.000000,1.000000,128.000000,35.000000,10.000000,1.000000
81,1.000000,1.000000,165.000000,43.000000,4.000000,2.000000
82,1.000000,1.000000,143.000000,46.000000,5.000000,1.000000
83,1.000000,1.000000,145.000000,37.000000,5.000000,1.000000
84,1.000000,1.000000,176.000000,30.000000,7.000000,3.000000
85,1.000000,1.000000,147.000000,37.000000,6.000000,1.000000
86,1.000000,1.000000,164.000000,33.000000,3.000000,1.000000
87,1.000000,1.000000,188.000000,28.000000,2.000000,1.000000
88,1.000000,1.000000,201.000000,30.000000,4.000000,1.000000
89,1.000000,1.000000,204.000000,38.000000,3.000000,1.000000
90,1.000000,6.000000,244.000000,34.000000,3.000000,1.000000
91,1.000000,1096.000000,221.000000,25.000000,1.000000,1.000000
92,1.000000,1029.000000,246.000000,17.000000,2.000000,1.000000
93,1.000000,1045.000000,185.000000,20.000000,1.000000,1.000000
94,1.000000,999.000000,179.000000,21.000000,1.000000,1.000000
95,1.000000,938.000000,194.000000,25.000000,2.000000,1.000000
96,1.000000,905.000000,167.000000,25.000000,3.000000,1.000000
97,1.000000,821.000000,180.000000,22.000000,3.000000,1.000000
98,1.000000,828.000000,155.000000,14.000000,1.000000,1.000000
99,1.000000,740.000000,143.000000,18.000000,1.000000,1.000000
100,1.000000,732.000000,137.000000,9.000000,3.000000,1.000000
101,1.000000,682.000000,129.000000,8.000000,1.000000,1.000000
102,1.000000,707.000000,122.000000,13.000000,1.000000,1.000000
103,1.000000,686.000000,119.000000,10.000000,1.000000,1.000000
104,1.000000,634.000000,116.000000,11.000000,1.000000,1.000000
105,1.000000,652.000000,122.000000,13.000000,1.000000,1.000000
106,1.000000,581.000000,113.000000,11.000000,1.000000,1.000000
107,1.000000,645.000000,110.000000,8.000000,1.000000,1.000000
108,1.000000,621.000000,112.000000,12.000000,1.000000,1.000000
109,1.000000,611.000000,113.000000,9.000000,2.000000,1.000000
110,1.000000,581.000000,86.000000,6.000000,1.000000,1.000000
111,1.000000,629.000000,104.000000,4.000000,1.000000,1.000000
112,1.000000,645.000000,81.000000,2.000000,1.000000,1.000000
113,1.000000,651.000000,108.000000,9.000000,1.000000,1.000000
114,1.000000,670.000000,96.000000,8.000000,1.000000,1.000000
115,1.000000,628.000000,77.000000,6.000000,1.000000,1.000000
116,1.000000,658.000000,90.000000,5.000000,1.000000,1.000000
117,1.000000,671.000000,88.000000,5.000000,1.000000,1.000000
118,1.000000,664.000000,79.000000,2.000000,1.000000,1.000000
119,1.000000,684.000000,101.000000,2.000000,1.000000,1.000000
120,1.000000,686.000000,69.000000,4.000000,1.000000,1.000000
121,1.000000,676.000000,92.000000,3.000000,1.000000,1.000000
122,1.000000,716.000000,63.000000,3.000000,1.000000,1.000000
123,1.000000,752.000000,64.000000,5.000000,1.000000,1.000000
124,1.000000,744.000000,70.000000,3.000000,1.000000,1.000000
125,1.000000,820.000000,71.000000,2.000000,1.000000,1.000000
126,1.000000,830.000000,74.000000,2.000000,1.000000,1.000000
127,1.000000,857.000000,58.000000,2.000000,1.000000,1.000000
128,1.000000,873.000000,53.000000,1.000000,1.000000,1.000000
129,1.000000,920.000000,41.000000,1.000000,1.000000,1.000000
130,1.000000,994.000000,51.000000,1.000000,1.000000,1.000000
131,1.000000,986.000000,39.000000,1.000000,1.000000,1.000000
132,1.000000,998.000000,43.000000,1.000000,1.000000,1.000000
133,1.000000,1023.000000,36.000000,1.000000,1.000000,1.000000
134,1.000000,1051.000000,29.000000,1.000000,1.000000,1.000000
135,1.000000,1075.000000,37.000000,1.000000,1.000000,1.000000
136,1.000000,1095.000000,20.000000,1.000000,1.000000,1.000000
137,1.000000,1167.000000,17.000000,1.000000,1.000000,1.000000
138,1.000000,1219.000000,15.000000,1.000000,1.000000,1.000000
139,1.000000,1167.000000,13.000000,1.000000,1.000000,1.000000
140,211690.000000,1429.000000,8.000000,1.000000,1.000000,1.000000


number,primary,scatter1,scatter2,scatter3,scatter4,scatter5
0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
